Vaccine,Geography Type,Geography,FIPS,Survey Year,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Tdap,Counties,Delaware,40041,2019,≥18 Years,Overall,42.5,40.3 to 44.8,
Tdap,Counties,Delaware,42045,2019,≥18 Years,Overall,40.9,38.6 to 43.2,
Tdap,Counties,Delta,08029,2019,≥18 Years,Overall,38.3,35.9 to 40.6,
Tdap,Counties,Delta,26041,2019,≥18 Years,Overall,42.4,39.7 to 45.3,
Tdap,Counties,Delta,48119,2019,≥18 Years,Overall,38.1,35.7 to 40.7,
Tdap,Counties,Denali Borough,02068,2019,≥18 Years,Overall,44.4,41.4 to 47.3,
Tdap,Counties,Dent,29065,2019,≥18 Years,Overall,39.5,36.7 to 42.4,
Tdap,Counties,Denton,48121,2019,≥18 Years,Overall,42.4,40.3 to 44.5,
Tdap,Counties,Denver,08031,2019,≥18 Years,Overall,55.3,53.1 to 57.7,
Tdap,Counties,Des Moines,19057,2019,≥18 Years,Overall,43.7,41.1 to 46.3,
Tdap,Counties,Deschutes,41017,2019,≥18 Years,Overall,52.5,49.7 to 55.1,
Tdap,Counties,Desha,05041,2019,≥18 Years,Overall,30.5,28.7 to 32.4,
Tdap,Counties,DeSoto,12027,2019,≥18 Years,Overall,28.4,26.5 to 30.5,
Tdap,Counties,DeSoto,28033,2019,≥18 Years,Overall,28.0,26.1 to 30.0,
Tdap,Counties,Deuel,31049,2019,≥18 Years,Overall,42.9,40.3 to 45.6,
Tdap,Counties,Deuel,46039,2019,≥18 Years,Overall,51.9,48.7 to 55.0,
Tdap,Counties,Dewey,40043,2019,≥18 Years,Overall,44.9,42.4 to 47.7,
Tdap,Counties,Dewey,46041,2019,≥18 Years,Overall,53.4,50.9 to 55.8,
Tdap,Counties,DeWitt,48123,2019,≥18 Years,Overall,35.1,33.2 to 37.2,
Tdap,Counties,Dickens,48125,2019,≥18 Years,Overall,34.6,32.6 to 36.8,
Tdap,Counties,Dickenson,51051,2019,≥18 Years,Overall,39.1,36.3 to 42.0,
Tdap,Counties,Dickey,38021,2019,≥18 Years,Overall,53.5,50.5 to 56.7,
Tdap,Counties,Dickinson,19059,2019,≥18 Years,Overall,49.9,47.0 to 53.0,
Tdap,Counties,Dickinson,20041,2019,≥18 Years,Overall,48.8,46.0 to 51.5,
Tdap,Counties,Dickinson,26043,2019,≥18 Years,Overall,44.0,40.9 to 46.9,
Tdap,Counties,Dickson,47043,2019,≥18 Years,Overall,37.3,34.6 to 40.3,
Tdap,Counties,Dillingham Census Area,02070,2019,≥18 Years,Overall,42.2,39.6 to 44.8,
Tdap,Counties,Dillon,45033,2019,≥18 Years,Overall,35.1,33.1 to 37.2,
Tdap,Counties,Dimmit,48127,2019,≥18 Years,Overall,29.5,27.1 to 32.0,
Tdap,Counties,Dinwiddie,51053,2019,≥18 Years,Overall,40.0,37.9 to 42.2,
Tdap,States/Local Areas,District of Columbia,11,2019,≥18 Years,Overall,47.5,44.1 to 51.0,1339
Tdap,Counties,District of Columbia,11001,2019,≥18 Years,Overall,49.1,46.9 to 51.6,
Tdap,Counties,Divide,38023,2019,≥18 Years,Overall,48.3,45.4 to 51.7,
Tdap,Counties,Dixie,12029,2019,≥18 Years,Overall,28.8,26.8 to 31.0,
Tdap,Counties,Dixon,31051,2019,≥18 Years,Overall,39.3,36.8 to 41.7,
Tdap,Counties,Doddridge,54017,2019,≥18 Years,Overall,40.3,37.2 to 43.5,
Tdap,Counties,Dodge,13091,2019,≥18 Years,Overall,35.9,33.9 to 38.0,
Tdap,Counties,Dodge,27039,2019,≥18 Years,Overall,62.1,59.3 to 64.8,
Tdap,Counties,Dodge,31053,2019,≥18 Years,Overall,42.8,40.4 to 45.4,
Tdap,Counties,Dodge,55027,2019,≥18 Years,Overall,52.0,49.4 to 54.8,
Tdap,Counties,Dolores,08033,2019,≥18 Years,Overall,47.4,44.7 to 50.3,
Tdap,Counties,Doña Ana,35013,2019,≥18 Years,Overall,44.0,41.1 to 47.2,
Tdap,Counties,Doniphan,20043,2019,≥18 Years,Overall,47.7,45.1 to 50.5,
Tdap,Counties,Donley,48129,2019,≥18 Years,Overall,37.1,34.9 to 39.6,
Tdap,Counties,Dooly,13093,2019,≥18 Years,Overall,34.6,32.8 to 36.4,
Tdap,Counties,Door,55029,2019,≥18 Years,Overall,54.1,50.8 to 57.3,
Tdap,Counties,Dorchester,24019,2019,≥18 Years,Overall,41.0,38.9 to 43.1,
Tdap,Counties,Dorchester,45035,2019,≥18 Years,Overall,45.1,42.8 to 47.2,
Tdap,Counties,Dougherty,13095,2019,≥18 Years,Overall,37.3,35.0 to 39.7,
Tdap,Counties,Douglas,08035,2019,≥18 Years,Overall,61.8,59.5 to 63.9,
Tdap,Counties,Douglas,13097,2019,≥18 Years,Overall,39.8,37.4 to 42.1,
Tdap,Counties,Douglas,17041,2019,≥18 Years,Overall,42.3,39.5 to 45.1,
Tdap,Counties,Douglas,20045,2019,≥18 Years,Overall,58.9,56.1 to 61.3,
Tdap,Counties,Douglas,27041,2019,≥18 Years,Overall,55.6,52.6 to 58.5,
Tdap,Counties,Douglas,29067,2019,≥18 Years,Overall,35.6,32.9 to 38.5,
Tdap,Counties,Douglas,31055,2019,≥18 Years,Overall,48.6,46.3 to 50.8,
Tdap,Counties,Douglas,32005,2019,≥18 Years,Overall,44.7,41.9 to 47.2,
Tdap,Counties,Douglas,41019,2019,≥18 Years,Overall,41.6,39.4 to 44.2,
Tdap,Counties,Douglas,46043,2019,≥18 Years,Overall,52.0,49.1 to 54.9,
Tdap,Counties,Douglas,53017,2019,≥18 Years,Overall,53.8,51.4 to 56.2,
Tdap,Counties,Douglas,55031,2019,≥18 Years,Overall,51.0,48.2 to 53.9,
Tdap,Counties,Drew,05043,2019,≥18 Years,Overall,37.2,35.0 to 39.5,
Tdap,Counties,Dubois,18037,2019,≥18 Years,Overall,38.3,35.5 to 41.2,
Tdap,Counties,Dubuque,19061,2019,≥18 Years,Overall,52.8,50.0 to 55.7,
Tdap,Counties,Duchesne,49013,2019,≥18 Years,Overall,51.5,49.0 to 54.2,
Tdap,Counties,Dukes,25007,2019,≥18 Years,Overall,53.4,50.2 to 56.4,
Tdap,Counties,Dundy,31057,2019,≥18 Years,Overall,45.2,42.1 to 48.3,
Tdap,Counties,Dunklin,29069,2019,≥18 Years,Overall,42.1,39.8 to 44.6,
Tdap,Counties,Dunn,38025,2019,≥18 Years,Overall,50.6,47.9 to 53.1,
Tdap,Counties,Dunn,55033,2019,≥18 Years,Overall,56.1,53.0 to 59.2,
Tdap,Counties,DuPage,17043,2019,≥18 Years,Overall,47.2,44.9 to 49.4,
Tdap,Counties,Duplin,37061,2019,≥18 Years,Overall,41.8,39.8 to 43.8,
Tdap,Counties,Durham,37063,2019,≥18 Years,Overall,52.7,50.4 to 54.8,
Tdap,Counties,Dutchess,36027,2019,≥18 Years,Overall,38.1,35.8 to 40.3,
Tdap,Counties,Duval,12031,2019,≥18 Years,Overall,35.5,33.6 to 37.4,
Tdap,Counties,Duval,48131,2019,≥18 Years,Overall,31.3,28.8 to 33.8,
Tdap,Counties,Dyer,47045,2019,≥18 Years,Overall,38.6,36.0 to 41.3,
Tdap,Counties,Eagle,08037,2019,≥18 Years,Overall,54.0,51.5 to 56.5,
Tdap,Counties,Early,13099,2019,≥18 Years,Overall,33.6,31.6 to 35.7,
Tdap,Counties,East Baton Rouge Parish,22033,2019,≥18 Years,Overall,36.9,34.7 to 38.8,
Tdap,Counties,East Carroll Parish,22035,2019,≥18 Years,Overall,23.8,22.0 to 25.7,
Tdap,Counties,East Feliciana Parish,22037,2019,≥18 Years,Overall,30.2,28.4 to 32.1,
Tdap,Counties,Eastland,48133,2019,≥18 Years,Overall,35.8,33.7 to 37.9,
Tdap,Counties,Eaton,26045,2019,≥18 Years,Overall,47.6,45.1 to 50.2,
Tdap,Counties,Eau Claire,55035,2019,≥18 Years,Overall,54.3,51.4 to 57.2,
Tdap,Counties,Echols,13101,2019,≥18 Years,Overall,39.7,37.6 to 42.0,
Tdap,Counties,Ector,48135,2019,≥18 Years,Overall,37.8,34.9 to 40.6,
Tdap,Counties,Eddy,35015,2019,≥18 Years,Overall,43.0,40.8 to 45.4,
Tdap,Counties,Eddy,38027,2019,≥18 Years,Overall,49.0,46.0 to 52.1,
Tdap,Counties,Edgar,17045,2019,≥18 Years,Overall,42.5,39.8 to 45.4,
Tdap,Counties,Edgecombe,37065,2019,≥18 Years,Overall,40.0,37.9 to 42.1,
Tdap,Counties,Edgefield,45037,2019,≥18 Years,Overall,36.4,34.5 to 38.6,
Tdap,Counties,Edmonson,21061,2019,≥18 Years,Overall,36.2,33.4 to 39.0,
Tdap,Counties,Edmunds,46045,2019,≥18 Years,Overall,54.3,51.2 to 57.4,
Tdap,Counties,Edwards,17047,2019,≥18 Years,Overall,43.4,40.6 to 46.3,
Tdap,Counties,Edwards,20047,2019,≥18 Years,Overall,43.7,41.2 to 46.1,
Tdap,Counties,Edwards,48137,2019,≥18 Years,Overall,31.7,29.6 to 34.1,
Tdap,Counties,Effingham,13103,2019,≥18 Years,Overall,44.0,41.5 to 46.7,
Tdap,Counties,Effingham,17049,2019,≥18 Years,Overall,44.1,41.0 to 47.5,
Tdap,Counties,El Dorado,06017,2019,≥18 Years,Overall,54.7,52.1 to 57.3,
Tdap,Counties,El Paso,08041,2019,≥18 Years,Overall,49.5,47.4 to 51.8,
Tdap,Counties,El Paso,48141,2019,≥18 Years,Overall,38.8,35.8 to 41.5,
Tdap,Counties,Elbert,08039,2019,≥18 Years,Overall,52.6,50.0 to 55.4,
Tdap,Counties,Elbert,13105,2019,≥18 Years,Overall,36.2,34.3 to 38.4,
Tdap,Counties,Elk,20049,2019,≥18 Years,Overall,43.0,40.2 to 46.0,
Tdap,Counties,Elk,42047,2019,≥18 Years,Overall,37.3,34.4 to 40.3,
Tdap,Counties,Elkhart,18039,2019,≥18 Years,Overall,37.1,34.9 to 39.4,
Tdap,Counties,Elko,32007,2019,≥18 Years,Overall,44.2,42.0 to 46.4,
Tdap,Counties,Elliott,21063,2019,≥18 Years,Overall,32.4,30.1 to 35.2,
Tdap,Counties,Ellis,20051,2019,≥18 Years,Overall,50.6,47.7 to 53.6,
Tdap,Counties,Ellis,40045,2019,≥18 Years,Overall,42.6,39.8 to 45.3,
Tdap,Counties,Ellis,48139,2019,≥18 Years,Overall,39.6,37.2 to 41.9,
Tdap,Counties,Ellsworth,20053,2019,≥18 Years,Overall,50.7,48.2 to 53.5,
Tdap,Counties,Elmore,01051,2019,≥18 Years,Overall,39.4,36.9 to 41.8,
Tdap,Counties,Elmore,16039,2019,≥18 Years,Overall,46.1,43.9 to 48.6,
Tdap,Counties,Emanuel,13107,2019,≥18 Years,Overall,37.2,35.1 to 39.4,
Tdap,Counties,Emery,49015,2019,≥18 Years,Overall,47.0,44.4 to 49.6,
Tdap,Counties,Emmet,19063,2019,≥18 Years,Overall,48.6,45.9 to 51.2,
Tdap,Counties,Emmet,26047,2019,≥18 Years,Overall,42.9,39.9 to 45.8,
Tdap,Counties,Emmons,38029,2019,≥18 Years,Overall,47.9,44.7 to 51.2,
Tdap,Counties,Emporia city,51595,2019,≥18 Years,Overall,32.1,30.0 to 34.0,
Tdap,Counties,Erath,48143,2019,≥18 Years,Overall,42.0,39.2 to 44.9,
Tdap,Counties,Erie,36029,2019,≥18 Years,Overall,44.4,42.1 to 46.8,
Tdap,Counties,Erie,39043,2019,≥18 Years,Overall,36.7,34.2 to 39.2,
Tdap,Counties,Erie,42049,2019,≥18 Years,Overall,40.4,37.8 to 43.0,
Tdap,Counties,Escambia,01053,2019,≥18 Years,Overall,29.1,27.3 to 31.1,
Tdap,Counties,Escambia,12033,2019,≥18 Years,Overall,34.5,32.5 to 36.6,
Tdap,Counties,Esmeralda,32009,2019,≥18 Years,Overall,36.3,34.0 to 38.7,
Tdap,Counties,Essex,25009,2019,≥18 Years,Overall,52.3,49.8 to 54.9,
Tdap,Counties,Essex,36031,2019,≥18 Years,Overall,39.9,37.1 to 42.6,
Tdap,Counties,Essex,50009,2019,≥18 Years,Overall,45.1,42.3 to 48.0,
Tdap,Counties,Essex,51057,2019,≥18 Years,Overall,36.9,35.0 to 39.0,
Tdap,Counties,Estill,21065,2019,≥18 Years,Overall,35.6,33.0 to 38.6,
Tdap,Counties,Etowah,01055,2019,≥18 Years,Overall,34.1,31.9 to 36.6,
Tdap,Counties,Eureka,32011,2019,≥18 Years,Overall,41.7,39.5 to 44.0,
Tdap,Counties,Evangeline Parish,22039,2019,≥18 Years,Overall,28.1,26.2 to 30.1,
Tdap,Counties,Evans,13109,2019,≥18 Years,Overall,37.4,35.4 to 39.4,
Tdap,Counties,Fairbanks North Star Borough,02090,2019,≥18 Years,Overall,48.3,46.1 to 50.4,
Tdap,Counties,Fairfax,51059,2019,≥18 Years,Overall,52.5,50.7 to 54.3,
Tdap,Counties,Fairfax city,51600,2019,≥18 Years,Overall,50.4,48.3 to 52.4,
Tdap,Counties,Fairfield,09001,2019,≥18 Years,Overall,40.7,38.5 to 42.8,
Tdap,Counties,Fairfield,39045,2019,≥18 Years,Overall,48.7,45.9 to 51.5,
Tdap,Counties,Fairfield,45039,2019,≥18 Years,Overall,35.9,33.8 to 37.9,
Tdap,Counties,Fall River,46047,2019,≥18 Years,Overall,48.1,45.4 to 51.0,
Tdap,Counties,Fallon,30025,2019,≥18 Years,Overall,50.3,47.1 to 53.7,
Tdap,Counties,Falls,48145,2019,≥18 Years,Overall,33.5,32.0 to 35.4,
Tdap,Counties,Falls Church city,51610,2019,≥18 Years,Overall,55.5,53.3 to 57.5,
Tdap,Counties,Fannin,13111,2019,≥18 Years,Overall,40.3,37.3 to 43.4,
Tdap,Counties,Fannin,48147,2019,≥18 Years,Overall,37.9,35.5 to 40.3,
Tdap,Counties,Faribault,27043,2019,≥18 Years,Overall,51.1,48.4 to 53.7,
Tdap,Counties,Faulk,46049,2019,≥18 Years,Overall,49.2,45.9 to 52.4,
Tdap,Counties,Faulkner,05045,2019,≥18 Years,Overall,40.9,38.3 to 43.5,
Tdap,Counties,Fauquier,51061,2019,≥18 Years,Overall,48.8,46.1 to 51.6,
Tdap,Counties,Fayette,01057,2019,≥18 Years,Overall,34.7,32.3 to 37.3,
Tdap,Counties,Fayette,13113,2019,≥18 Years,Overall,45.7,43.7 to 47.9,
Tdap,Counties,Fayette,17051,2019,≥18 Years,Overall,40.6,38.0 to 43.3,
Tdap,Counties,Fayette,18041,2019,≥18 Years,Overall,33.5,31.0 to 36.5,
Tdap,Counties,Fayette,19065,2019,≥18 Years,Overall,47.9,45.2 to 50.9,
Tdap,Counties,Fayette,21067,2019,≥18 Years,Overall,48.5,46.0 to 50.8,
Tdap,Counties,Fayette,39047,2019,≥18 Years,Overall,36.6,33.9 to 39.4,
Tdap,Counties,Fayette,42051,2019,≥18 Years,Overall,36.2,33.6 to 39.3,
Tdap,Counties,Fayette,47047,2019,≥18 Years,Overall,36.0,33.8 to 38.3,
Tdap,Counties,Fayette,48149,2019,≥18 Years,Overall,38.8,36.5 to 41.4,
Tdap,Counties,Fayette,54019,2019,≥18 Years,Overall,37.7,35.0 to 40.4,
Tdap,Counties,Fentress,47049,2019,≥18 Years,Overall,36.3,33.4 to 39.5,
Tdap,Counties,Fergus,30027,2019,≥18 Years,Overall,49.4,46.3 to 52.4,
Tdap,Counties,Ferry,53019,2019,≥18 Years,Overall,49.1,46.8 to 51.7,
Tdap,Counties,Fillmore,27045,2019,≥18 Years,Overall,58.3,55.3 to 61.3,
Tdap,Counties,Fillmore,31059,2019,≥18 Years,Overall,43.7,40.7 to 46.7,
Tdap,Counties,Finney,20055,2019,≥18 Years,Overall,49.6,47.1 to 52.1,
Tdap,Counties,Fisher,48151,2019,≥18 Years,Overall,35.3,33.2 to 37.6,
Tdap,Counties,Flagler,12035,2019,≥18 Years,Overall,31.7,29.6 to 33.8,
Tdap,Counties,Flathead,30029,2019,≥18 Years,Overall,45.2,42.3 to 48.0,
Tdap,Counties,Fleming,21069,2019,≥18 Years,Overall,41.3,38.5 to 44.4,
Tdap,Counties,Florence,45041,2019,≥18 Years,Overall,34.5,32.4 to 36.5,
Tdap,Counties,Florence,55037,2019,≥18 Years,Overall,50.4,47.1 to 53.7,
Tdap,States/Local Areas,Florida,12,2019,≥18 Years,Overall,34.0,31.8 to 36.1,8626
Tdap,Counties,Floyd,13115,2019,≥18 Years,Overall,40.1,37.9 to 42.3,
Tdap,Counties,Floyd,18043,2019,≥18 Years,Overall,40.6,37.7 to 43.7,
Tdap,Counties,Floyd,19067,2019,≥18 Years,Overall,45.8,43.0 to 48.6,
Tdap,Counties,Floyd,21071,2019,≥18 Years,Overall,35.0,32.3 to 37.7,
Tdap,Counties,Floyd,48153,2019,≥18 Years,Overall,34.7,32.7 to 36.9,
Tdap,Counties,Floyd,51063,2019,≥18 Years,Overall,45.2,42.4 to 48.5,
Tdap,Counties,Fluvanna,51065,2019,≥18 Years,Overall,50.3,47.6 to 53.0,
Tdap,Counties,Foard,48155,2019,≥18 Years,Overall,35.0,32.8 to 37.1,
Tdap,Counties,Fond du Lac,55039,2019,≥18 Years,Overall,50.8,48.0 to 53.7,
Tdap,Counties,Ford,17053,2019,≥18 Years,Overall,42.6,39.7 to 45.7,
Tdap,Counties,Ford,20057,2019,≥18 Years,Overall,43.4,40.7 to 46.0,
Tdap,Counties,Forest,42053,2019,≥18 Years,Overall,32.7,30.6 to 35.3,
Tdap,Counties,Forest,55041,2019,≥18 Years,Overall,47.1,44.6 to 49.8,
Tdap,Counties,Forrest,28035,2019,≥18 Years,Overall,30.3,28.2 to 32.5,
Tdap,Counties,Forsyth,13117,2019,≥18 Years,Overall,49.7,47.0 to 52.1,
Tdap,Counties,Forsyth,37067,2019,≥18 Years,Overall,47.6,45.5 to 49.7,
Tdap,Counties,Fort Bend,48157,2019,≥18 Years,Overall,40.2,38.5 to 42.1,
Tdap,Counties,Foster,38031,2019,≥18 Years,Overall,47.8,44.6 to 51.0,
Tdap,Counties,Fountain,18045,2019,≥18 Years,Overall,37.6,35.0 to 40.3,
Tdap,Counties,Franklin,01059,2019,≥18 Years,Overall,35.1,33.0 to 37.5,
Tdap,Counties,Franklin,05047,2019,≥18 Years,Overall,33.7,31.2 to 36.6,
Tdap,Counties,Franklin,12037,2019,≥18 Years,Overall,28.5,26.4 to 30.8,
Tdap,Counties,Franklin,13119,2019,≥18 Years,Overall,39.2,36.6 to 41.9,
Tdap,Counties,Franklin,16041,2019,≥18 Years,Overall,51.5,48.6 to 54.3,
Tdap,Counties,Franklin,17055,2019,≥18 Years,Overall,40.3,37.5 to 43.5,
Tdap,Counties,Franklin,18047,2019,≥18 Years,Overall,38.1,35.3 to 41.3,
Tdap,Counties,Franklin,19069,2019,≥18 Years,Overall,48.0,45.3 to 50.5,
Tdap,Counties,Franklin,20059,2019,≥18 Years,Overall,46.8,44.1 to 49.6,
Tdap,Counties,Franklin,21073,2019,≥18 Years,Overall,41.1,38.4 to 44.0,
Tdap,Counties,Franklin,23007,2019,≥18 Years,Overall,50.5,47.6 to 53.3,
Tdap,Counties,Franklin,25011,2019,≥18 Years,Overall,50.8,47.8 to 53.8,
Tdap,Counties,Franklin,28037,2019,≥18 Years,Overall,24.5,22.9 to 26.3,
Tdap,Counties,Franklin,29071,2019,≥18 Years,Overall,45.7,42.7 to 48.7,
Tdap,Counties,Franklin,31061,2019,≥18 Years,Overall,42.8,39.9 to 45.4,
Tdap,Counties,Franklin,36033,2019,≥18 Years,Overall,40.5,38.0 to 43.2,
Tdap,Counties,Franklin,37069,2019,≥18 Years,Overall,49.3,46.9 to 51.4,
Tdap,Counties,Franklin,39049,2019,≥18 Years,Overall,44.8,42.5 to 47.1,
Tdap,Counties,Franklin,42055,2019,≥18 Years,Overall,36.5,33.7 to 39.4,
Tdap,Counties,Franklin,47051,2019,≥18 Years,Overall,38.0,35.4 to 40.7,
Tdap,Counties,Franklin,48159,2019,≥18 Years,Overall,39.1,36.7 to 41.5,
Tdap,Counties,Franklin,50011,2019,≥18 Years,Overall,54.1,51.3 to 57.1,
Tdap,Counties,Franklin,51067,2019,≥18 Years,Overall,41.6,38.8 to 44.3,
Tdap,Counties,Franklin,53021,2019,≥18 Years,Overall,52.8,50.2 to 55.6,
Tdap,Counties,Franklin city,51620,2019,≥18 Years,Overall,35.9,33.9 to 38.2,
Tdap,Counties,Franklin Parish,22041,2019,≥18 Years,Overall,30.8,28.8 to 33.0,
Tdap,Counties,Frederick,24021,2019,≥18 Years,Overall,50.2,47.8 to 52.5,
Tdap,Counties,Frederick,51069,2019,≥18 Years,Overall,47.1,44.5 to 49.8,
Tdap,Counties,Fredericksburg city,51630,2019,≥18 Years,Overall,49.8,46.9 to 52.6,
Tdap,Counties,Freeborn,27047,2019,≥18 Years,Overall,52.1,49.8 to 54.8,
Tdap,Counties,Freestone,48161,2019,≥18 Years,Overall,34.4,32.3 to 36.5,
Tdap,Counties,Fremont,08043,2019,≥18 Years,Overall,43.8,41.4 to 46.3,
Tdap,Counties,Fremont,16043,2019,≥18 Years,Overall,45.1,42.3 to 47.7,
Tdap,Counties,Fremont,19071,2019,≥18 Years,Overall,46.7,43.7 to 49.5,
Tdap,Counties,Fremont,56013,2019,≥18 Years,Overall,37.7,35.6 to 39.9,
Tdap,Counties,Fresno,06019,2019,≥18 Years,Overall,49.3,46.5 to 51.9,
Tdap,Counties,Frio,48163,2019,≥18 Years,Overall,34.6,31.7 to 38.0,
Tdap,Counties,Frontier,31063,2019,≥18 Years,Overall,45.4,42.5 to 48.3,
Tdap,Counties,Fulton,05049,2019,≥18 Years,Overall,32.9,30.2 to 35.5,
Tdap,Counties,Fulton,13121,2019,≥18 Years,Overall,43.8,41.9 to 45.8,
Tdap,Counties,Fulton,17057,2019,≥18 Years,Overall,41.2,38.5 to 44.0,
Tdap,Counties,Fulton,18049,2019,≥18 Years,Overall,40.3,37.7 to 43.1,
Tdap,Counties,Fulton,21075,2019,≥18 Years,Overall,32.2,30.1 to 34.5,
Tdap,Counties,Fulton,36035,2019,≥18 Years,Overall,41.4,38.7 to 44.3,
Tdap,Counties,Fulton,39051,2019,≥18 Years,Overall,41.7,39.2 to 44.3,
Tdap,Counties,Fulton,42057,2019,≥18 Years,Overall,37.8,35.0 to 40.9,
Tdap,Counties,Furnas,31065,2019,≥18 Years,Overall,43.9,41.2 to 46.6,
Tdap,Counties,Gadsden,12039,2019,≥18 Years,Overall,31.4,29.7 to 33.3,
Tdap,Counties,Gage,31067,2019,≥18 Years,Overall,45.0,42.2 to 47.7,
Tdap,Counties,Gaines,48165,2019,≥18 Years,Overall,36.8,34.6 to 39.4,
Tdap,Counties,Galax city,51640,2019,≥18 Years,Overall,37.8,35.5 to 40.4,
Tdap,Counties,Gallatin,17059,2019,≥18 Years,Overall,39.1,36.4 to 42.1,
Tdap,Counties,Gallatin,21077,2019,≥18 Years,Overall,41.3,38.3 to 44.4,
Tdap,Counties,Gallatin,30031,2019,≥18 Years,Overall,58.1,55.1 to 60.8,
Tdap,Counties,Gallia,39053,2019,≥18 Years,Overall,36.3,33.7 to 39.1,
Tdap,Counties,Galveston,48167,2019,≥18 Years,Overall,41.3,39.3 to 43.3,
Tdap,Counties,Garden,31069,2019,≥18 Years,Overall,41.0,38.2 to 43.9,
Tdap,Counties,Garfield,08045,2019,≥18 Years,Overall,52.0,49.3 to 54.6,
Tdap,Counties,Garfield,30033,2019,≥18 Years,Overall,43.4,40.4 to 46.5,
Tdap,Counties,Garfield,31071,2019,≥18 Years,Overall,44.8,41.7 to 48.2,
Tdap,Counties,Garfield,40047,2019,≥18 Years,Overall,42.8,40.5 to 45.2,
Tdap,Counties,Garfield,49017,2019,≥18 Years,Overall,46.1,43.3 to 49.0,
Tdap,Counties,Garfield,53023,2019,≥18 Years,Overall,48.9,46.2 to 51.7,
Tdap,Counties,Garland,05051,2019,≥18 Years,Overall,34.9,32.4 to 37.3,
Tdap,Counties,Garrard,21079,2019,≥18 Years,Overall,38.6,35.9 to 41.7,
Tdap,Counties,Garrett,24023,2019,≥18 Years,Overall,34.9,32.3 to 37.7,
Tdap,Counties,Garvin,40049,2019,≥18 Years,Overall,44.4,42.1 to 46.8,
Tdap,Counties,Garza,48169,2019,≥18 Years,Overall,35.1,32.3 to 38.6,
Tdap,Counties,Gasconade,29073,2019,≥18 Years,Overall,42.8,39.8 to 45.9,
Tdap,Counties,Gaston,37071,2019,≥18 Years,Overall,47.9,45.5 to 50.4,
Tdap,Counties,Gates,37073,2019,≥18 Years,Overall,43.0,40.8 to 45.2,
Tdap,Counties,Geary,20061,2019,≥18 Years,Overall,54.5,52.4 to 56.6,
Tdap,Counties,Geauga,39055,2019,≥18 Years,Overall,43.4,40.3 to 46.6,
Tdap,Counties,Gem,16045,2019,≥18 Years,Overall,37.6,35.1 to 40.3,
Tdap,Counties,Genesee,26049,2019,≥18 Years,Overall,33.1,31.1 to 35.2,
Tdap,Counties,Genesee,36037,2019,≥18 Years,Overall,40.3,37.5 to 43.2,
Tdap,Counties,Geneva,01061,2019,≥18 Years,Overall,30.4,28.1 to 32.6,
Tdap,Counties,Gentry,29075,2019,≥18 Years,Overall,42.3,39.6 to 45.5,
Tdap,Counties,George,28039,2019,≥18 Years,Overall,26.1,23.7 to 28.3,
Tdap,Counties,Georgetown,45043,2019,≥18 Years,Overall,36.0,33.4 to 38.4,
Tdap,States/Local Areas,Georgia,13,2019,≥18 Years,Overall,42.5,39.9 to 45.0,3849
Tdap,Counties,Gibson,18051,2019,≥18 Years,Overall,39.6,36.7 to 42.4,
Tdap,Counties,Gibson,47053,2019,≥18 Years,Overall,34.1,31.7 to 36.5,
Tdap,Counties,Gila,04007,2019,≥18 Years,Overall,30.1,28.4 to 31.9,
Tdap,Counties,Gilchrist,12041,2019,≥18 Years,Overall,33.3,31.0 to 35.8,
Tdap,Counties,Giles,47055,2019,≥18 Years,Overall,35.9,33.5 to 38.5,
Tdap,Counties,Giles,51071,2019,≥18 Years,Overall,43.4,40.7 to 46.5,
Tdap,Counties,Gillespie,48171,2019,≥18 Years,Overall,39.2,36.7 to 41.9,
Tdap,Counties,Gilliam,41021,2019,≥18 Years,Overall,48.5,45.7 to 51.5,
Tdap,Counties,Gilmer,13123,2019,≥18 Years,Overall,44.3,41.6 to 47.1,
Tdap,Counties,Gilmer,54021,2019,≥18 Years,Overall,40.2,37.4 to 42.9,
Tdap,Counties,Gilpin,08047,2019,≥18 Years,Overall,50.4,47.4 to 53.4,
Tdap,Counties,Glacier,30035,2019,≥18 Years,Overall,42.5,40.4 to 44.6,
Tdap,Counties,Glades,12043,2019,≥18 Years,Overall,27.9,26.3 to 29.6,
Tdap,Counties,Gladwin,26051,2019,≥18 Years,Overall,37.4,34.6 to 40.4,
Tdap,Counties,Glascock,13125,2019,≥18 Years,Overall,38.7,36.0 to 41.4,
Tdap,Counties,Glasscock,48173,2019,≥18 Years,Overall,36.9,34.4 to 39.4,
Tdap,Counties,Glenn,06021,2019,≥18 Years,Overall,47.9,45.7 to 50.1,
Tdap,Counties,Gloucester,51073,2019,≥18 Years,Overall,46.5,44.0 to 49.2,
Tdap,Counties,Glynn,13127,2019,≥18 Years,Overall,37.6,35.5 to 39.8,
Tdap,Counties,Gogebic,26053,2019,≥18 Years,Overall,37.4,34.7 to 40.5,
Tdap,Counties,Golden Valley,30037,2019,≥18 Years,Overall,44.1,41.0 to 47.1,
Tdap,Counties,Golden Valley,38033,2019,≥18 Years,Overall,48.6,45.5 to 51.7,
Tdap,Counties,Goliad,48175,2019,≥18 Years,Overall,37.8,35.6 to 40.0,
Tdap,Counties,Gonzales,48177,2019,≥18 Years,Overall,34.9,32.6 to 37.2,
